svr_id,svr_asset_id,svr_sn,svr_device_name,svr_device_type_tencent,svr_device_type,svr_type,svr_current_status,svr_idc_name,svr_idc_id,svr_vm_index,svr_rack_name,svr_succeed_asset_id,svr_pos_id,svr_device_height,svr_logic_area,svr_device_descript,svr_lan_ip,svr_wan_ip,svr_wan_eip,svr_raid_type,svr_os_name,svr_agent_version,svr_producer,svr_bussiness,svr_bussiness_id,svr_first_use_time,svr_update_time,svr_insert_time,svr_kernel_version,svr_maintainer,is_double_bonding,svr_mon_proc,svr_mon_port,svr_netif_info,appid,zhiyun_ext_string1,zhiyun_ext_string2,zhiyun_ext_int1,zhiyun_ext_int2,svr_os_type,region_name,zone_name,is_user_define_model,svr_belonging_products
123,TYSV190302EF,210200A00QH193002024,WTS-Underlay母机,NULL,CG1-10G,0,2,DC-Watson,1001,4,0401-D07,TYSV190302EF,9,2,ServerFarm bonding区1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.6.178,NULL,NULL,RAID5,Tencent tlinux release 2.2 (Final3),NULL,H3C,NULL,306,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,ntpd|dcos_agent_collect|dcos_agent_report|core_monitor|l7_agent|l7_health_check|nginx,NULL,bond0  2a:ac:58:8b:31:90|bond1  34:6b:5b:23:6c:4c|br1 10.0.6.178 34:6b:5b:23:6c:4c|eth0  34:6b:5b:23:6c:4c|eth1  34:6b:5b:23:6c:4c|lo 127.0.0.1 00:00:00:00:00:00|veth_6D801C9c  fe:54:00:6d:80:1c|veth_6DC4D53b  fe:54:00:6d:c4:d5|veth_CD9B4Ec8  fe:54:00:cd:9b:4e|veth_DFEA6D2b  fe:54:00:df:ea:6d,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,2
124,TYSV190302E2,210200A00QH193002022,屈臣氏外7-2,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-D08,TYSV190302E2,1,2,ServerFarm bonding区1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.3.10,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,ntpd|dcos_agent_collect|dcos_agent_report|core_monitor|l7_agent|l7_health_check|nginx,NULL,bond1 10.0.3.10 70:57:bf:39:8f:df|eth0  70:57:bf:39:8f:df|eth1  70:57:bf:39:8f:df|ipv6br  fa:3f:b0:c3:ab:63|ipv6ns-nic  fa:3f:b0:c3:ab:63|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,3
125,TYSV190302T8,210200A00QH193002060,CBS-transfer,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-E08,TYSV190302T8,1,2,ServerFarm bonding区1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.3.22,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final3),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,bond1 10.0.3.22 34:6b:5b:23:6d:d8|eth0  34:6b:5b:23:6d:d8|eth1  34:6b:5b:23:6d:d8|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,4
126,TYSV190302EP,210200A00QH193002026,CBS-Master,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-E08,TYSV190302EP,3,2,ServerFarm bonding区1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.3.24,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final3),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,bond1 10.0.3.24 70:57:bf:39:8f:0c|eth0  70:57:bf:39:8f:0c|eth1  70:57:bf:39:8f:0c|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,4
127,TYSV190302EG,210200A00QH193002025,WTS-JNSGW_01,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-A03,TYSV190302EG,2,2,ServerFarm TGW1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.132.137,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final2),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,dummy0  7e:f0:14:6b:1f:f7|dump0  3a:e3:0d:00:c6:cd|eth0  70:57:bf:39:8f:d2|lo  00:00:00:00:00:00|vnic0  70:57:bf:39:8f:d3,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,2
128,TYSV190302GT,210200A00QH193002098,WTS-VPC母机,NULL,Y0-M35-10,0,2,DC-Watson,1001,0,401-D08,TYSV190302GT,6,2,ServerFarm bonding区1,Y0-M35-10(6133*2/16G*24/480G*1/10GE*2),10.0.3.47,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final3),NULL,H3C,NULL,306,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,bond0  62:cc:43:48:66:ad|bond1 10.0.3.47 70:57:bf:39:8f:6d|eth0  70:57:bf:39:8f:6d|eth1  70:57:bf:39:8f:6d|gre0  fe:ff:ff:ff:ff:ff|lo 127.0.0.1 00:00:00:00:00:00|vbr0  fe:ff:ff:ff:ff:ff,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,1
129,TYSV190302EN,210200A00QH193002092,WTS-VPC母机,NULL,Y0-M35-10,0,2,DC-Watson,1001,0,401-D08,TYSV190302EN,7,2,ServerFarm bonding区1,Y0-M35-10(6133*2/16G*24/480G*1/10GE*2),10.0.3.48,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final3),NULL,H3C,NULL,306,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,bond0  9e:99:3b:db:2a:52|bond1 10.0.3.48 34:6b:5b:23:6e:6f|eth0  34:6b:5b:23:6e:6f|eth1  34:6b:5b:23:6e:6f|gre0  fe:ff:ff:ff:ff:ff|lo 127.0.0.1 00:00:00:00:00:00|vbr0  fe:ff:ff:ff:ff:ff,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,1
130,TYSV190302TW,210200A00QH193002108,WTS-VPC母机,NULL,Y0-M35-10,0,2,DC-Watson,1001,0,401-D08,TYSV190302TW,5,2,ServerFarm bonding区1,Y0-M35-10(6133*2/16G*24/480G*1/10GE*2),10.0.3.46,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final3),NULL,H3C,NULL,306,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,bond0  fa:f4:b7:1e:af:ea|bond1 10.0.3.46 70:57:bf:39:8f:37|eth0  70:57:bf:39:8f:37|eth1  70:57:bf:39:8f:37|gre0  fe:ff:ff:ff:ff:ff|gre67264  fe:ff:ff:ff:ff:ff|lo 127.0.0.1 00:00:00:00:00:00|vbr0  fe:ff:ff:ff:ff:ff|vbr67264  fe:54:00:07:94:5e|veth_07945E94  fe:54:00:07:94:5e|veth_2BE5D339  fe:54:00:2b:e5:d3|veth_4B5A01a6  fe:54:00:4b:5a:01|veth_8F1A1Cdf  fe:54:00:8f:1a:1c|veth_A7EC4C33  fe:54:00:a7:ec:4c|veth_D200D506  fe:54:00:d2:00:d5|veth_D4E00Bb4  fe:54:00:d4:e0:0b|veth_DDBFAE8d  fe:54:00:dd:bf:ae|veth_F6850Fb4  fe:54:00:f6:85:0f|veth_FB783F56  fe:54:00:fb:78:3f,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,1
131,TYSV190302EM,210200A00QH193002091,WTS-VPC母机,NULL,Y0-M35-10,0,2,DC-Watson,1001,0,401-B05,TYSV190302EM,4,2,ServerFarm bonding区1,Y0-M35-10(6133*2/16G*24/480G*1/10GE*2),10.0.3.156,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final3),NULL,H3C,NULL,306,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,bond0  66:7c:cc:e6:72:a2|bond1 10.0.3.156 34:6b:5b:23:6e:45|eth0  34:6b:5b:23:6e:45|eth1  34:6b:5b:23:6e:45|gre0  fe:ff:ff:ff:ff:ff|gre67264  fe:ff:ff:ff:ff:ff|lo 127.0.0.1 00:00:00:00:00:00|vbr0  fe:ff:ff:ff:ff:ff|vbr67264  fe:54:00:28:4f:65|veth_284F65fc  fe:54:00:28:4f:65|veth_37052380  fe:54:00:37:05:23|veth_57C83Fc6  fe:54:00:57:c8:3f|veth_58E4ED1b  fe:54:00:58:e4:ed|veth_68F01855  fe:54:00:68:f0:18|veth_6E37852a  fe:54:00:6e:37:85|veth_7F41029c  fe:54:00:7f:41:02|veth_977D8779  fe:54:00:97:7d:87|veth_B49D367c  fe:54:00:b4:9d:36|veth_D2B81641  fe:54:00:d2:b8:16|veth_F2C1AC7b  fe:54:00:f2:c1:ac|veth_F465C029  fe:54:00:f4:65:c0,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,1
132,TYSV190302RA,210200A00QH193002051,WTS-VPC母机,NULL,CG1-10G,0,2,DC-Watson,1001,1,0401-B04,TYSV190302RA,12,2,ServerFarm bonding区1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.6.168,NULL,NULL,RAID5,TencentOS Server 2.2 (TK2-0052),NULL,H3C,NULL,306,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,bond0  26:b0:0d:06:ab:93|bond1 10.0.6.168 34:6b:5b:23:6d:4f|eth0  34:6b:5b:23:6d:4f|eth1  34:6b:5b:23:6d:4f|gre0  fe:ff:ff:ff:ff:ff|lo 127.0.0.1 00:00:00:00:00:00|vbr0  fe:ff:ff:ff:ff:ff,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,0
133,TYSV190302X1,210200A00RH193000225,CBS-快照-ZK,NULL,SH1-10G,0,2,DC-Watson,1001,0,0401-B04,TYSV190302X1,6,2,ServerFarm bonding区1,SH1-10G(4110*2/16G*4/480G*1/NVMeSSD-1.8T*4/10GE*2),10.0.6.148,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final3),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,bond1 10.0.6.148 34:6b:5b:29:72:bc|eth0  34:6b:5b:29:72:bc|eth1  34:6b:5b:29:72:bc|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,4
134,TYSV190302FL,210200A00QH193002018,COS存储,NULL,Y0-SW02-10G,0,2,DC-Watson,1001,0,0401-D07,TYSV190302FL,5,2,ServerFarm bonding区1,Y0-SW02-10G(4110*2/16G*8/480G*1/4T*10/NVMeSSD-3.2T*2/10GE*2),10.0.6.146,NULL,NULL,NORAID,Tencent tlinux release 2.2 (Final),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,bond1  34:6b:5b:29:69:55|eth0  34:6b:5b:29:69:55|eth1  34:6b:5b:29:69:55|lo  00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,5
135,TYSV190302TJ,210200A00QH193002061,WTS-Underlay母机,NULL,CG1-10G,0,2,DC-Watson,1001,7,0401-B04,TYSV190302TJ,9,2,ServerFarm bonding区1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.6.172,NULL,NULL,RAID5,Tencent tlinux release 2.2 (Final3),NULL,H3C,NULL,306,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,ntpd|dcos_agent_collect|dcos_agent_report|core_monitor|l7_agent|l7_health_check|nginx,NULL,bond0  ee:8c:52:70:40:2e|bond1  88:df:9e:ea:9e:52|br1 10.0.6.172 88:df:9e:ea:9e:52|eth0  88:df:9e:ea:9e:52|eth1  88:df:9e:ea:9e:52|lo 127.0.0.1 00:00:00:00:00:00|veth_5961A06f  fe:54:00:59:61:a0|veth_C90207de  fe:54:00:c9:02:07|veth_C9F2A686  fe:54:00:c9:f2:a6,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,2
136,TYSV190302TL,210200A00QH193002062,L7外网2,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-D03,TYSV190302TL,2,2,ServerFarm bonding区1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.3.146,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,ntpd|dcos_agent_collect|dcos_agent_report|core_monitor|l7_agent|l7_health_check|nginx,NULL,bond1 10.0.3.146 34:6b:5b:23:6d:df|eth0  34:6b:5b:23:6d:df|eth1  34:6b:5b:23:6d:df|ipv6br  22:17:6d:ef:80:4f|ipv6ns-nic  22:17:6d:ef:80:4f|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,3
137,TYSV190302FR,210200A00QH193002040,CBS-transfer,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-B05,TYSV190302FR,1,2,ServerFarm bonding区1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.3.143,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final3),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,bond1 10.0.3.143 70:57:bf:39:91:77|eth0  70:57:bf:39:91:77|eth1  70:57:bf:39:91:77|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,4
138,TYSV190302ET,210200A00QH193002028,CBS01-Master2,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-B05,TYSV190302ET,2,2,ServerFarm bonding区1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.3.144,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final3),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,bond1 10.0.3.144 70:57:bf:39:8f:e5|eth0  70:57:bf:39:8f:e5|eth1  70:57:bf:39:8f:e5|lo 127.0.0.1 00:00:00:00:00:00,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,4
139,TYSV190302ER,210200A00QH193002027,WTS-JNSGW-02,NULL,CG1-10G,0,2,DC-Watson,1001,0,401-B03,TYSV190302ER,2,2,ServerFarm TGW1,CG1-10G(6133*2/16G*16/480G*6/10GE*2),10.0.132.138,NULL,NULL,2RAID1+4RAID10,Tencent tlinux release 2.2 (Final2),NULL,H3C,NULL,0,NULL,NULL,2019-04-01 13:57:28,NULL,NULL,0,NULL,NULL,dummy0 10.0.170.6 26:1a:68:f7:cd:13|dump0  6a:fd:1b:23:46:b7|eth0  70:57:bf:39:8f:4e|lo 127.0.0.1 00:00:00:00:00:00|vnic0 10.0.132.138 70:57:bf:39:8f:4f,0,NULL,NULL,0,0,NULL,hongkong,hkaz1,0,2
140,TYSV190302FF_VM001,5f570fe5-3433-466f-9432-c5d72a5f99e8,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302FF,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-03 15:38:38,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
141,TYSV190302F7_VM001,2b572378-316f-44a4-8c95-e56bb7897f61,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302F7,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-03 15:42:59,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
142,TYSV190302FF_VM002,6d32b596-14d8-48a6-bddb-0301cb38f398,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302FF,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-03 15:44:29,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
143,TYSV190302R0_VM001,7400d023-2159-4d18-b94a-efa0772b24d3,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302R0,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-03 16:18:06,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
144,TYSV190302R0_VM002,05b685b1-0cc3-4f68-9282-ee3b589f4a82,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302R0,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-03 16:24:40,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
145,TYSV190302FF_VM003,7855086b-495f-4f77-940b-09193667f828,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302FF,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-04 15:57:06,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
146,TYSV190302F7_VM002,c77ecee7-5388-44d8-956d-fbd7d1e67f05,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302F7,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-04 16:03:09,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
147,TYSV190302F7_VM003,9f65a7ad-fd30-4bdc-b88d-7f5b3af9620c,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302F7,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-04 16:03:09,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
148,TYSV190302F7_VM004,5f058ccc-704a-4b3c-a7f9-a54bef7fbc5d,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302F7,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-04 16:03:09,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
149,TYSV190302FE_VM001,475937b8-1be9-43f0-bf45-a8b998d84046,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302FE,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-08 11:20:51,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
150,TYSV190302EX_VM001,998da6ee-884b-45f2-b2aa-d50175531120,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302EX,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-08 15:50:00,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
151,TYSV190302R0_VM003,6584a566-9e19-4d6d-bc0d-60d397970610,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302R0,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-08 15:50:00,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
152,TYSV190302FF_VM004,78da6df9-ebbd-4f88-ac4a-14daf9db8854,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302FF,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-09 15:18:26,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
153,TYSV190302FF_VM005,e3995f02-627b-4976-ac26-fb2c619235dc,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302FF,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-09 15:27:00,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
154,TYSV190302FF_VM006,b901aa0f-3e5a-42b8-9ad4-5cb1823576e1,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302FF,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-09 15:34:27,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
155,TYSV190302FF_VM007,fd85d286-618b-4dff-874f-a1be0bf04b9d,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302FF,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-09 16:12:44,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
156,TYSV190302R0_VM004,605e765d-a966-4063-86a6-82b6f993c8c4,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302R0,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-09 16:19:42,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
157,TYSV190302R0_VM005,c2799ba6-270f-458c-b977-1b3b6a8eb615,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302R0,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-09 16:24:38,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
158,TYSV190302R0_VM006,35b3296b-93df-4d9e-a08e-a547c0c6945a,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302R0,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-09 16:37:22,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
159,TYSV190302R0_VM007,5ca6417b-2ba4-41a7-ad83-044c5b0dc825,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302R0,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-09 16:37:22,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
160,TYSV190302R0_VM008,6a0df72f-bc13-47a2-b6ed-777a51b469cb,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302R0,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-09 16:37:22,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
161,TYSV190302R0_VM009,f969c151-0d9e-4416-92b9-18a8da837f17,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302R0,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-09 16:37:22,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
162,TYSV190302R0_VM010,598f14b1-ba7f-4779-8a09-d5734cf5ebd4,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302R0,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-09 16:37:22,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
163,TYSV190302EX_VM002,11a0862d-8859-4466-8c42-3ba0536a5897,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302EX,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-10 17:51:37,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
164,TYSV190302R0_VM011,5f2f5d79-8034-4995-93a7-f0edef582038,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302R0,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-12 16:25:08,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
165,TYSV190302FF_VM008,5b300034-4b56-4b7b-ab91-c48a2bd8ae74,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302FF,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-16 16:05:39,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
166,TYSV190302FF_VM009,4af9f462-c503-47cb-8753-6b026258ab47,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302FF,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-17 18:31:00,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
167,TYSV190302FF_VM010,8fecfa36-6b67-4611-bdab-ea1416d232da,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302FF,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-29 23:47:43,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
168,TYSV190302FF_VM011,4b9b962d-420e-46b3-97f2-dc787348d547,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302FF,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-04-29 23:47:44,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
169,TYSV190302F7_VM005,2586578f-2990-46ec-b4b1-0e16223cda9f,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302F7,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-05-08 13:08:23,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
170,TYSV190302FF_VM012,a738e420-1c39-44a7-875e-c86e732e9e7a,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302FF,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-05-16 22:37:15,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
171,TYSV190302FE_VM002,2065e774-45ac-435e-9ec4-ae81266ece73,underlay 母机,NULL,VSELF_3,1,21,DC-Watson,NULL,0,NULL,TYSV190302FE,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2019-05-16 23:00:19,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,,,0,0
